Data Received: 2023-05-06
Record Count: 417 

CustomerID,FirstName,MiddleName,LastName,Salary,Gender,Address,Region,PostalCode
29881,Danielle,B.,Johnson,74792.00,NULL,955 Green Valley Crescent,"Ottawa, Ontario, Canada",K4B 1S1
29883,Barry,NULL,Johnson,107828.00,Male,2000 300th Street,"Denver, Colorado, United States",80203
29883,Barry,NULL,Johnson,117632.00,Male,2530 South Colorado Blvd.,"Denver, Colorado, United States",80203
29884,Brian,NULL,Johnson,61462.00,Male,625 W Jackson Blvd. Unit 2502,"Chicago, Illinois, United States",60610
29885,David,NULL,Johnson,117249.00,Male,7990 Ocean Beach Hwy.,"Longview, Washington, United States",98632
29889,Jean,NULL,Jordan,90919.00,NULL,440 West Huntington Dr.,"Monrovia, California, United States",91016
29890,Peggy,J.,Justice,88512.00,NULL,15 East Main,"Port Orchard, Washington, United States",98366
29891,Diane,F.,Krane,95210.00,NULL,46460 West Oaks Drive,"Novi, Michigan, United States",48375
29892,Sandra,T.,Kitt,73286.00,NULL,258 King Street East,"Toronto, Ontario, Canada",M4B 1V7
29893,Sandeep,NULL,Kaliyath,104819.00,Male,630 N. Capitol Ave.,"San Jose, California, United States",95112
29895,Lori,NULL,Kane,69460.00,NULL,9693 Louis H Lafontaine,"Ville De'anjou, Quebec, Canada",J1G 2R3
29897,Kay,E.,Krane,104963.00,NULL,9228 Via Del Sol,"Phoenix, Arizona, United States",85004
29897,Kay,E.,Krane,100213.00,NULL,Prime Outlets,"Phoenix, Arizona, United States",85004
29898,Sandeep,NULL,Katyal,83876.00,Male,765 Delridge Way Sw,"Seattle, Washington, United States",98104
29900,Victor,A.,Kelley,79849.00,Male,2900 - 25055 Dunning Street,"Vancouver, British Columbia, Canada",V7L 4J4
29901,John,NULL,Kelly,118140.00,Male,Pacific West Outlet,"Gilroy, California, United States",95020
29902,Robert,NULL,Kelly,79246.00,Male,6425 Nw Loop 410,"San Antonio, Texas, United States",78204
29903,Kevin,NULL,Kennedy,115321.00,Male,2550 Ne Sandy Blvd,"Portland, Oregon, United States",97205
29904,Mary,R.,Kesslep,103791.00,NULL,Wharfdale Road,"Berkshire, England, United Kingdom",RG11 5TP
29905,Elizabeth,NULL,Keyser,75882.00,NULL,"6400, 888 - 3rd Avenue","Calgary, Alberta, Canada",T2P 2G8
29906,Imtiaz,NULL,Khan,94659.00,Male,25095 W. Florissant,"Ferguson, Missouri, United States",63135
29907,Karan,NULL,Khanna,63298.00,NULL,755 W Washington Ave Ste D,"Sequim, Washington, United States",98382
29908,Joe,NULL,Kim,62998.00,Male,308-3250 Casting Road,"York, England, United Kingdom",Y024 1GF
29910,Shane,S.,Kim,78608.00,Male,No. 25400 10665 Jasper Avenue,"Edmonton, Alberta, Canada",T5
29911,Tim,NULL,Kim,88776.00,Male,25 Danger Street West,"Toronto, Ontario, Canada",M4B 1V5
29913,Anton,NULL,Kirilov,76668.00,Male,2575 Rocky Mountain Ave.,"Loveland, Colorado, United States",80537
29914,Christian,NULL,Kleinerman,95571.00,Male,25150 El Camino Real,"San Bruno, California, United States",94066
29915,Andrew,P.,Kobylinski,88664.00,Male,2526a Tri-Lake Blvd Ne,"Kirkland, Washington, United States",98033
29918,Kirk,T,King,113432.00,Male,2521 McPherson Street,"Markham, Ontario, Canada",L3S 3K2
29919,Eugene,NULL,Kogan,112630.00,Male,6756 Mowry,"Newark, California, United States",94560
29920,Scott,NULL,Konersmann,63517.00,Male,52500 Liberty Way,"Fort Worth, Texas, United States",76102
29921,Joy,R.,Koski,NULL,NULL,258101 Nw Evergreen Parkway,"Beaverton, Oregon, United States",97005
29922,Pamala,M.,Kotc,79944.00,NULL,"Garamonde Drive, Wymbush","Milton Keynes, England, United Kingdom",MK8 8ZD
29924,Mitch,NULL,Kennedy,93824.00,Male,"C/O Starpak, Inc.","Greeley, Colorado, United States",80631
29925,Margaret,T.,Krupka,101643.00,NULL,Great Northwestern,"North Bend, Washington, United States",98045
29926,Deepak,NULL,Kumar,115699.00,Male,255 Irving Street,"London, England, United Kingdom",C2H 7AU
29928,Vamsi,NULL,Kuppa,118048.00,Male,3255 Front Street West,"Toronto, Ontario, Canada",M4B 1V6
29929,Jeffrey,NULL,Kurtz,108187.00,Male,Receiving,"Fullerton, California, United States",92831
29930,Peter,NULL,Kurniawan,77424.00,Male,63 W Monroe,"Chicago, Illinois, United States",60610
29931,Eric,NULL,Lang,81701.00,Male,25300 Biddle Road,"Medford, Oregon, United States",97504
29932,Rebecca,NULL,Laszlo,119687.00,NULL,"Phoenix Way, Cirencester","Gloucestershire, England, United Kingdom",GL7 1RY
29934,David,O,Lawrence,105490.00,Male,2512-4th Ave Sw,"Calgary, Alberta, Canada",T2P 2G8
29935,Elsa,NULL,Leavitt,103482.00,NULL,2575 West 2700 South,"Salt Lake City, Utah, United States",84101
29936,Michael,J.,Lee,63067.00,Male,25718 Se Sunnyside Rd,"Clackamas, Oregon, United States",97015-6403
29937,Marjorie,M.,Lee,102819.00,NULL,2509 W. Frankford,"Carrollton, Texas, United States",75006
29938,Frank,NULL,Campbell,116905.00,Male,251340 E. South St.,"Cerritos, California, United States",90703
29939,Mark,NULL,Lee,75250.00,Male,2512-410th Avenue S.W.,"Calgary, Alberta, Canada",T2P 2G8
29941,Jolie,NULL,Lenehan,64102.00,NULL,"Garamonde Drive, Wymbush","Milton Keynes, England, United Kingdom",MK8 8ZD
29942,Roger,NULL,Lengel,90002.00,Male,490 Ne 4th St,"Renton, Washington, United States",98055
29943,A.,Francesca,Leonetti,77816.00,NULL,5700 Legacy Dr,"Plano, Texas, United States",75074
29944,Bonnie,B.,Lepro,64236.00,NULL,25600 E St Andrews Pl,"Santa Ana, California, United States",92701
29946,Linda,NULL,Leste,117129.00,NULL,630 University Avenue,"Toronto, Ontario, Canada",M4B 1V7
29948,Elsie,L.,Lewin,99628.00,NULL,P.O. Box 6256916,"Dallas, Texas, United States",75201
29949,George,Z.,Li,95212.00,Male,910 Main Street.,"Sparks, Nevada, United States",89431
29950,Yale,NULL,Li,93478.00,Male,992 St Clair Ave East,"Toronto, Ontario, Canada",M4B 1V7
29952,Yuhong,NULL,Li,61895.00,NULL,Bradford,"W. York, England, United Kingdom",BD1 4SJ
29953,Joseph,M.,Lique,70482.00,Male,257700 Ne 76th Street,"Redmond, Washington, United States",98052
29954,Paulo,H.,Lisboa,62493.00,Male,9178 Jumping St.,"Dallas, Texas, United States",75201
29954,Paulo,H.,Lisboa,62462.00,Male,Po Box 8259024,"Dallas, Texas, United States",75201
29955,David,J.,Liu,105369.00,Male,855 East Main Avenue,"Zeeland, Michigan, United States",49464
29956,Jinghao,NULL,Liu,106182.00,NULL,90025 Sterling St,"Irving, Texas, United States",75061
29957,Kevin,NULL,Liu,106432.00,Male,9992 Whipple Rd,"Union City, California, United States",94587
29959,Todd,R.,Logan,73837.00,Male,575 Rue St Amable,"Quebec, Quebec, Canada",G1R
29962,Sharon,J.,Looney,111248.00,NULL,74400 France Avenue South,"Edina, Minnesota, United States",55436
29964,Anita,R.,Lucerne,101725.00,NULL,6333 Cote Vertu,"Montreal, Quebec, Canada",H1Y 2H7
29967,Judy,R.,Lundahl,66865.00,NULL,25149 Howard Dr,"West Chicago, Illinois, United States",60185
29969,Robert,P.,Lyeba,73053.00,Male,63 Free St.,"Toronto, Ontario, Canada",M4B 1V4
29971,Robert,NULL,Lyon,83571.00,Male,609 Evans Avenue,"Toronto, Ontario, Canada",M4B 1V4
29973,Denise,R.,Maccietto,60095.00,NULL,Port Huron,"Port Huron, Michigan, United States",48060
29974,Scott,NULL,MacDonald,108312.00,Male,St. Louis Marketplace,"Saint Louis, Missouri, United States",63103
29975,Walter,J.,Mays,111246.00,Male,Po Box 252525,"Santa Ana, California, United States",92701
29978,Ajay,NULL,Manchepalli,94945.00,Male,"25 Hartfield Road, Wimbledon","London, England, United Kingdom",SW19 3RU
29980,Tomas,M.,Manzanares,97886.00,Male,"99 Dean Street, Soho","London, England, United Kingdom",W1V 5RN
29981,Kathy,R.,Marcovecchio,65929.00,NULL,9905 Three Rivers Drive,"Kelso, Washington, United States",98626
29982,Melissa,R.,Marple,61292.00,NULL,603 Gellert Blvd,"Daly City, California, United States",94015
29983,Cecelia,L.,Marshall,115478.00,NULL,9984 Wellington Street,"Ottawa, Ontario, Canada",K4B 1S2
29985,Linda,NULL,Martin,118498.00,NULL,"Park House-4th Floor, 2516 Park St.","London, England, United Kingdom",W1Y 3RA
29987,Frank,NULL,Mart¡nez,92816.00,Male,870 N. 54th Ave.,"Chandler, Arizona, United States",85225
29988,Steve,NULL,Masters,86823.00,Male,2545 King Street West,"Toronto, Ontario, Canada",M4B 1V7
29990,Jennifer,J.,Maxham,97979.00,NULL,"Butterfield Hse, 7-251 Chapel St","Lancaster, England, United Kingdom",LA1 1LN
29991,Chris,NULL,Maxwell,96485.00,Male,3025 E Waterway Blvd,"Shelton, Washington, United States",98584
29992,Sandra,B.,Maynard,75510.00,NULL,9952 E. Lohman Ave.,"Las Cruces, New Mexico, United States",88001
29994,Robin,M.,McGuigan,112824.00,NULL,2500 University Avenue,"Toronto, Ontario, Canada",M4B 1V5
29997,Lola,M.,McCarthy,108689.00,NULL,1050 Oak Street,"Seattle, Washington, United States",98104
29998,Jane,A.,McCarty,104242.00,NULL,409 Santa Monica Blvd.,"Santa Monica, California, United States",90401
30000,James,L.,McCoy,67064.00,Male,"9900-6400 Boul, Taschereau","Brossard, Quebec, Canada",J4Z 1R4
30003,Yvonne,NULL,McKay,100312.00,NULL,Horizon Outlet,"Woodbury, Minnesota, United States",55125
30004,Nkenge,NULL,McLin,80483.00,NULL,Frontier Mall,"Cheyenne, Wyoming, United States",82001
30005,Nancy,A.,McPhearson,118575.00,NULL,46-44 Albemarle Street,"London, England, United Kingdom",W1X3SE
30007,Raquel,NULL,Mello,74501.00,NULL,No. 2000-25080 Beaver Hall Hill,"Quebec, Quebec, Canada",G1R
30008,R. Morgan,L.,Mendoza,85476.00,Male,Johnson Creek,"Johnson Creek, Wisconsin, United States",53038
30010,Stephen,A.,Mew,100103.00,Male,250 Kingsbridge Garden Circle,"Mississauga, Ontario, Canada",L5B 3V4
30012,Helen,M.,Meyer,97926.00,NULL,7505 Laguna Boulevard,"Elk Grove, California, United States",95624
30016,Thomas,R.,Michaels,94213.00,Male,"5th Floor, 79 Place D'armes","Kingston, Ontario, Canada",7L
30018,Virginia,L.,Miller,98262.00,NULL,8713 Yosemite Ct.,"Bothell, Washington, United States",98011
30018,Virginia,L.,Miller,70157.00,NULL,25111 228th St Sw,"Bothell, Washington, United States",98011
30019,Matthew,J.,Miller,90482.00,Male,Wymbush,"Milton Keynes, England, United Kingdom",MK8 8DF
30021,Ben,NULL,Miller,71435.00,Male,Suite 500 995 W. 11th Avenue,"Mississauga, Ontario, Canada",L5A 1H6
30022,Dylan,NULL,Miller,69225.00,Male,Parkway Plaza,"El Cajon, California, United States",92020
30023,Frank,NULL,Miller,99590.00,Male,123 W. Lake Ave.,"Peoria, Illinois, United States",61606
30024,Neva,M.,Mitchell,107191.00,NULL,2528 Meridian E,"Puyallup, Washington, United States",98371
30025,Linda,NULL,Mitchell,105001.00,NULL,"New Millhouse, 2583 Milton Park","Abingdon, England, United Kingdom",OX14 4SE
30027,Joseph,P.,Mitzner,102106.00,Male,123 Camelia Avenue,"Oxnard, California, United States",93030
30028,Laura,C.,Steele,75172.00,NULL,253731 West Bell Road,"Surprise, Arizona, United States",85374
30029,Shanay,B.,Steelman,71200.00,NULL,5 place Ville-Marie,"Montreal, Quebec, Canada",H1Y 2H7
30030,Stefano,NULL,Stefani,90524.00,Male,997b Tradescant Road,"London, England, United Kingdom",SW8 1XD
30031,Alan,NULL,Steiner,70780.00,Male,2255 254th Avenue Se,"Albany, Oregon, United States",97321
30032,Derik,NULL,Stenerson,88760.00,Male,Factory Merchants,"Branson, Missouri, United States",65616
30033,Vassar,J.,Stern,84876.00,Male,25130 South State Street,"Sandy, Utah, United States",84070
30034,Wathalee,R.,Steuber,114268.00,NULL,700 Se Sunnyside Road,"Clackamas, Oregon, United States",97015
30035,Alice,M.,Steiner,98718.00,NULL,Lone Star Factory,"La Marque, Texas, United States",77568
30036,Liza Marie,N.,Stevens,96335.00,NULL,7750 E Marching Rd,"Scottsdale, Arizona, United States",85257
30037,Jim,NULL,Stewart,96327.00,Male,999 West Georgia St.,"Vancouver, Ontario, Canada",V5T 1Y9
30039,Robert,B.,Stotka,91107.00,Male,Sports Stores @ Tuscola,"Tuscola, Illinois, United States",61953
30040,Kayla,M.,Stotler,88565.00,NULL,9980 S Alma School Road,"Chandler, Arizona, United States",85225
30042,Ruby Sue,R.,Styles,88042.00,NULL,46990 Viking Way,"Richmond, British Columbia, Canada",V6B 3P7
30044,Gary,J.,Suess,100506.00,Male,725a The Arches,"Berks, England, United Kingdom",SL4 1RH
30045,Ruth,J.,Suffin,69704.00,NULL,Lancaster Mall,"Salem, Oregon, United States",97301
30046,Elizabeth,J.,Sullivan,67319.00,NULL,Town East Center,"Mesquite, Texas, United States",75149
30047,Michael,NULL,Sullivan,68577.00,Male,5867 Sunrise Boulevard,"Citrus Heights, California, United States",95610
30048,Marcia,J.,Sultan,95932.00,NULL,251420a 170th Street,"Edmonton, Alberta, Canada",T5
30050,Krishna,NULL,Sunkammurali,93884.00,Male,Paramount House,"London, England, United Kingdom",W1N 9FA
30051,Brad,NULL,Sutton,92451.00,Male,Three Rivers Mall,"Kelso, Washington, United States",98626
30052,Abraham,L.,Swearengin,98041.00,Male,9920 Bridgepointe Parkway,"San Mateo, California, United States",94404
30053,Katherine,K.,Swan,106009.00,NULL,975 Princess Street,"Kingston, Ontario, Canada",7L
30055,Julie,NULL,Taft-Rider,76618.00,NULL,6996 South Lindbergh,"Saint Louis, Missouri, United States",63103
30056,Clarence,R.,Tatman,83376.00,Male,San Diego Factory,"San Ysidro, California, United States",92173
30058,Mike,M.,Taylor,113223.00,Male,750 Philip Street,"Waterloo, Ontario, Canada",N2V
30061,Chad,J.,Tedford,66168.00,Male,9500b E. Central Texas Expressway,"Killeen, Texas, United States",76541
30063,Vanessa,J.,Tench,80349.00,NULL,2500 N Serene Blvd,"El Segundo, California, United States",90245
30064,Judy,J.,Thames,100067.00,NULL,25102 Springwater,"Wenatchee, Washington, United States",98801
30067,Phyllis,A.,Thomas,91407.00,NULL,"99, Rue Saint-pierre","Pnot-Rouge, Quebec, Canada",J1E 2T7
30069,Donald,M.,Thompson,60331.00,Male,25472 Marlay Ave,"Fontana, California, United States",92335
30070,Kendra,N.,Thompson,117258.00,NULL,22571 South 2500 East,"Idaho Falls, Idaho, United States",83402
30071,Daniel,P.,Thompson,71461.00,Male,755 Nw Grandstand,"Issaquah, Washington, United States",98027
30072,Andrea,A.,Thomsen,82448.00,NULL,251 The Metro Center,"Wokingham, England, United Kingdom",RG41 1QW
30074,Yuping,NULL,Tian,87456.00,NULL,Depot 80,"Sillery, Quebec, Canada",G1T
30076,Diane,NULL,Tibbott,112422.00,NULL,8525 South Parker Road,"Parker, Colorado, United States",80138
30080,Delia,B.,Toone,102180.00,NULL,755 Columbia Ctr Blvd,"Kennewick, Washington, United States",99337
30083,Glenn,J.,Track,68464.00,Male,55 Standish Court,"Mississauga, Ontario, Canada",L5B 3V4
30087,Billy,J.,Trent,87602.00,Male,"99954 Boul. Laurier, Local 060, Place","Sainte-Foy, Quebec, Canada",G1W
30089,Michael John,R.,Troyer,113145.00,Male,Oxnard Outlet,"Oxnard, California, United States",93030
30090,Christie,J.,Trujillo,94553.00,NULL,"One Dancing, Rr No. 25","Round Rock, Texas, United States",78664
30093,Phyllis,B.,Tuffield,81066.00,NULL,9960 King Street E.,"Toronto, Ontario, Canada",M4B 1V5
30094,Sairaj,NULL,Uddin,75310.00,Male,Natomas Marketplace,"Sacramento, California, United States",95814
30095,Sunil,NULL,Uppal,110932.00,Male,25500 Old Spanish Trail,"Houston, Texas, United States",77003
30098,Esther,K.,Valle,90840.00,NULL,600 Boul. Rene-levesque Ouest,"Montreal, Quebec, Canada",H1Y 2H7
30100,Jessie,E.,Valerio,101968.00,Male,Mall Of Orange,"Orange, California, United States",92867
30102,Roger,NULL,Van Houten,112973.00,Male,"Internet House, 3399 Science Park","Cambridge, England, United Kingdom",CB4 4BZ
30104,Rose,M.,Vandenouer,97209.00,NULL,"7 Garden House Cloisters, 8 Batters","London, England, United Kingdom",SW8 4BG
30105,Gregory,T.,Vanderbout,93497.00,Male,950 Gateway Street,"Springfield, Oregon, United States",97477
30106,Michael,NULL,Vanderhyde,100740.00,Male,Lincoln Square,"Arlington, Texas, United States",76010
30107,Margaret,J.,Vanderkamp,119888.00,NULL,62500 Neil Road,"Reno, Nevada, United States",89502
30108,Kara,N.,Vanderlinden,98897.00,NULL,2520 Flanders Road,"Toronto, Ontario, Canada",M4B 1V4
30109,Nieves,J.,Vargas,106966.00,Male,Kensington Valley Shops,"Howell, Michigan, United States",48843
30110,Gary,T,Vargas,101459.00,Male,Stevens Creek Shopping Center,"San Jose, California, United States",95112
30111,Ranjit,Rudra,Varkey Chudukatil,113867.00,Male,455 256th St.,"Moline, Illinois, United States",61265
30112,Patricia,M.,Vasquez,87354.00,NULL,409 S. Main Ste. 25,"Ellensburg, Washington, United States",98926
30113,Raja,D.,Venugopal,68327.00,Male,Burgess Hill,"West Sussex, England, United Kingdom",RH15 9UD
30115,Dora,P.,Verdad,80082.00,NULL,Suite 2502 410 Albert Street,"Waterloo, Ontario, Canada",N2V
30116,Wanda,F.,Vernon,61432.00,NULL,Ontario Mills,"Ontario, California, United States",91764
30117,Robert,R.,Vessa,114166.00,Male,72540 Blanco Rd.,"San Antonio, Texas, United States",78204
30118,Caroline,A.,Vicknair,86444.00,NULL,660 Lindbergh,"Saint Louis, Missouri, United States",63103
